UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,RequesterKey,Name,Rank,DODAAC,UIC,UnitName,Role,Phone,Email,CreatedDate,LookupKey
ED53DFB5D9CA6C6D19656CCD7D4196F0,F46,,06/01/2025 08:41:19,06/01/2025 08:41:19,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WS0W7Z~p.guajardo,Patricia Guajardo,SGT,WS0W7Z,W3SE1A,V Corps Headquarters and Headquarters Battalion,Property Book Officer,(610) 555-1429,patricia.guajardo.mil@example.mil,06/01/2025,WS0W7Z~P.GUAJARDO
A8309FF44718B53217F01BD57AAAF791,F4A,,05/22/2014 14:17:18,05/22/2014 14:17:18,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WWQWYR~m.ahlquist,Michael Ahlquist-Bane,MSG,WWQWYR,WZW010,173rd Airborne Brigade,Supply Sergeant,(717) 555-1555,michael.ahlquist.mil@example.mil,05/22/2014,WWQWYR~M.AHLQUIST
3FA6CA2C4AFA3FC9EE160D3FD0DFF8A0,F4E,,08/22/2019 12:32:07,08/22/2019 12:32:07,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,W3Z4SG~v.delgadillo,Virginia Delgadillo,1SG,W3Z4SG,WQZP2A,18th Field Artillery Brigade,Executive Officer,(215) 555-1247,virginia.delgadillo.mil@example.mil,08/22/2019,W3Z4SG~V.DELGADILLO
BBB59809AED8C766773A95197768DD82,F52,,02/13/2011 07:18:08,02/13/2011 07:18:08,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,W9GNZX~m.yeardley,Marcus Yeardley,SSG,W9GNZX,WRYMNA,1st Cavalry Division Sustainment Brigade,Supply Sergeant,(484) 555-1826,marcus.yeardley.mil@example.mil,02/13/2011,W9GNZX~M.YEARDLEY
408A97024AE786E7BF4ACDF135F94BFB,F56,,11/13/2023 09:20:23,11/13/2023 09:20:23,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,W53EJL~e.quinonez,Earl Quinonez,2LT,W53EJL,WTDFEA,U.S. Army Sustainment Command,Property Book Officer,(302) 555-1085,earl.quinonez.mil@example.mil,11/13/2023,W53EJL~E.QUINONEZ
9FD0EA711BD8401EAA837F1E29BB352A,F5A,,04/14/2015 12:14:56,04/14/2015 12:14:56,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WS36CV~r.drakeford,Ruth Drakeford,CW2,WS36CV,WE4TTA,XVIII Airborne Corps Headquarters and Headquarters Battalion,Supply Sergeant,(302) 555-1130,ruth.drakeford.mil@example.mil,04/14/2015,WS36CV~R.DRAKEFORD
1E22529CEC74AEF1C9768B09FAABC82F,F5E,,02/08/2021 11:20:10,02/08/2021 11:20:10,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WM4T7K~t.oakhurst,Tyler Oakhurst-Pell,GS-09,WM4T7K,W9WCNA,35th Infantry Division (Kansas Army National Guard),S4,(703) 555-1841,tyler.oakhurst.mil@example.mil,02/08/2021,WM4T7K~T.OAKHURST
923E18CB4DB26BEBEA74D16AFFD7C3E1,F62,,02/13/2005 09:55:40,02/13/2005 09:55:40,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,W275B5~a.zabrowski,Andrew Zabrowski,SFC,W275B5,WFA07A,88th Readiness Division (Army Reserve),Executive Officer,(302) 555-1640,andrew.zabrowski.mil@example.mil,02/13/2005,W275B5~A.ZABROWSKI
156C7B259DBAC582E1601734C4EA6B92,F66,,07/26/2008 15:53:42,07/26/2008 15:53:42,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WSNAV8~m.guajardo,Mark Guajardo,CW2,WSNAV8,WU7LRA,377th Theater Sustainment Command (Army Reserve),Property Book Officer,(610) 555-1198,mark.guajardo.mil@example.mil,07/26/2008,WSNAV8~M.GUAJARDO
A1441C89F21EDA5BAD5C840B3D415467,F6A,,10/20/2018 10:20:06,10/20/2018 10:20:06,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WD9RVP~h.lindquarry,Heather Lindquarry,2LT,WD9RVP,WR1LGA,U.S. Army Tank-automotive and Armaments Command,Other,(610) 555-1329,heather.lindquarry.mil@example.mil,10/20/2018,WD9RVP~H.LINDQUARRY
D2730024A49B32CC3AA455F46082624F,F6E,,04/30/2020 10:32:40,04/30/2020 10:32:40,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WAY862~n.barrowclough,Norman Barrowclough,2LT,WAY862,WZV67A,12th Combat Aviation Brigade,Other,(610) 555-1292,norman.barrowclough.mil@example.mil,04/30/2020,WAY862~N.BARROWCLOUGH
DF46BFD5CD36B581723F84EEBED0EA96,F72,,08/13/2011 13:19:02,08/13/2011 13:19:02,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WFC6YB~k.whitlock,Karen Whitlock-Bay,1SG,WFC6YB,WGRMU0,3rd Cavalry Regiment,Unit Commander,(215) 555-1866,karen.whitlock.mil@example.mil,08/13/2011,WFC6YB~K.WHITLOCK
3B5C51C4C7639B0A3C8F12DEA4457251,F76,,04/13/2007 16:35:55,04/13/2007 16:35:55,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WSNAV8~r.ashcroft,Ruth Ashcroft-Mayne,GS-09,WSNAV8,WU7LRA,377th Theater Sustainment Command (Army Reserve),S4,(267) 555-1640,ruth.ashcroft.mil@example.mil,04/13/2007,WSNAV8~R.ASHCROFT
CA011B179909C4130064E44A43E471E2,F7A,,05/15/2017 11:34:14,05/15/2017 11:34:14,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WA1PJJ~h.northway,Hector Northway,1SG,WA1PJJ,W17FJA,75th Field Artillery Brigade,S4,(703) 555-1461,hector.northway.mil@example.mil,05/15/2017,WA1PJJ~H.NORTHWAY
183BCBB48FDB09AC38BD0DE0B178A8A1,F7E,,10/07/2025 09:21:44,10/07/2025 09:21:44,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,W0YT57~a.ahlquist,Andrew Ahlquist-Bane,GS-09,W0YT57,WYJ510,"3rd Armored Brigade Combat Team, 1st Cavalry Division",Executive Officer,(540) 555-1371,andrew.ahlquist.mil@example.mil,10/07/2025,W0YT57~A.AHLQUIST
D227E60662782317321B078D98D637D5,F82,,09/18/2014 12:49:07,09/18/2014 12:49:07,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,W02D75~d.quennevile,David Quennevile,GS-09,W02D75,WZQ3WA,29th Infantry Division (Virginia Army National Guard),S4,(215) 555-1505,david.quennevile.mil@example.mil,09/18/2014,W02D75~D.QUENNEVILE
42CF1D387E1E11B86938FEC7B9AEA971,F86,,05/26/2005 07:22:23,05/26/2005 07:22:23,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WXYU7G~a.vanterpool,Anthony Vanterpool,SSG,WXYU7G,WHG29A,"2nd Infantry Brigade Combat Team, 25th Infantry Division",Property Book Officer,(302) 555-1155,anthony.vanterpool.mil@example.mil,05/26/2005,WXYU7G~A.VANTERPOOL
AB31CA4CE2B6098FE6AC60A281B52C89,F8A,,11/28/2007 10:17:34,11/28/2007 10:17:34,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WAY862~b.stanwycke,Brian Stanwycke,1LT,WAY862,WZV67A,12th Combat Aviation Brigade,Protocol Officer,(484) 555-1129,brian.stanwycke.mil@example.mil,11/28/2007,WAY862~B.STANWYCKE
76DAFB6E1CC258B87F21BDDF1BCB8DBB,F8E,,12/06/2004 16:05:15,12/06/2004 16:05:15,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WGHC22~j.figueroa,Joshua Figueroa-Paz,2LT,WGHC22,WQB57A,"2nd Stryker Brigade Combat Team, 2nd Infantry Division",Supply Sergeant,(302) 555-1978,joshua.figueroa.mil@example.mil,12/06/2004,WGHC22~J.FIGUEROA
96FCA8B5D91C7C1C568448B7D4E79530,F92,,03/01/2024 13:57:01,03/01/2024 13:57:01,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WEMDTS~e.nethercott,Ernesto Nethercott,1LT,WEMDTS,WVSGSA,56th Stryker Brigade Combat Team (Pennsylvania Army National Guard),Supply Sergeant,(484) 555-1528,ernesto.nethercott.mil@example.mil,03/01/2024,WEMDTS~E.NETHERCOTT
6F5AA6217A0FC1186859DA1EF91E5F98,F96,,08/14/2012 15:22:45,08/14/2012 15:22:45,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WCTFKA~t.zapata,Thomas Zapata-Kell,SFC,WCTFKA,W4W4FA,"1st Battalion, 75th Ranger Regiment",Executive Officer,(540) 555-1709,thomas.zapata.mil@example.mil,08/14/2012,WCTFKA~T.ZAPATA
4039FD2C0153D1F695F2919FDB7B3DA8,F9A,,11/09/2008 13:30:21,11/09/2008 13:30:21,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WYD5U9~s.bramwold,Sandra Bramwold,1SG,WYD5U9,W9ZVP0,1st Air Cavalry Brigade,Protocol Officer,(215) 555-1459,sandra.bramwold.mil@example.mil,11/09/2008,WYD5U9~S.BRAMWOLD
45F5635691128FEA6A5F046D92663841,F9E,,03/15/2009 14:19:24,03/15/2009 14:19:24,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WSGFDA~m.ahlquist,Melissa Ahlquist-Bane,CPT,WSGFDA,WXWR70,U.S. Army Aviation and Missile Command,Property Book Officer,(717) 555-1420,melissa.ahlquist.mil@example.mil,03/15/2009,WSGFDA~M.AHLQUIST
9B52D6C4B8B94F5C069D0C5C86F1B5FA,FA2,,09/01/2009 10:05:42,09/01/2009 10:05:42,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,W3Z4SG~c.vosburgh,Clarence Vosburgh,GS-11,W3Z4SG,WQZP2A,18th Field Artillery Brigade,S4,(856) 555-1638,clarence.vosburgh.mil@example.mil,09/01/2009,W3Z4SG~C.VOSBURGH
B4AB78C087E7DE6068106EAEEB150451,FA6,,05/11/2013 11:55:33,05/11/2013 11:55:33,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,W8YAN7~t.marrowbridge,Timothy Marrowbridge,1SG,W8YAN7,W65260,"3rd Armored Brigade Combat Team, 4th Infantry Division",Executive Officer,(610) 555-1185,timothy.marrowbridge.mil@example.mil,05/11/2013,W8YAN7~T.MARROWBRIDGE
1DB438C20783B95942D9BB7235682605,FAA,,09/19/2024 08:14:50,09/19/2024 08:14:50,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WVUTXQ~j.palomares,Jose Palomares,CW2,WVUTXQ,W0QRDA,17th Field Artillery Brigade,Other,(215) 555-1772,jose.palomares.mil@example.mil,09/19/2024,WVUTXQ~J.PALOMARES
DB6ECB28898D59B5C2559612B06DE966,FAE,,05/07/2005 11:46:20,05/07/2005 11:46:20,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WJMJXA~p.figueroa,Patricia Figueroa-Paz,GS-09,WJMJXA,W4RSJA,35th Air Defense Artillery Brigade,Unit Commander,(267) 555-1221,patricia.figueroa.mil@example.mil,05/07/2005,WJMJXA~P.FIGUEROA
AAA3E85699DA5C0975D74832EE06D86E,FB2,,08/18/2009 09:14:12,08/18/2009 09:14:12,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,W8YAN7~d.jankowitz,Darnell Jankowitz,GS-11,W8YAN7,W65260,"3rd Armored Brigade Combat Team, 4th Infantry Division",Executive Officer,(610) 555-1560,darnell.jankowitz.mil@example.mil,08/18/2009,W8YAN7~D.JANKOWITZ
6A5ECAF90F4877B04281BFF01E921E65,FB6,,02/01/2020 09:41:09,02/01/2020 09:41:09,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WGHC22~n.fairweather,Nicole Fairweather,MSG,WGHC22,WQB57A,"2nd Stryker Brigade Combat Team, 2nd Infantry Division",Unit Commander,(717) 555-1815,nicole.fairweather.mil@example.mil,02/01/2020,WGHC22~N.FAIRWEATHER
EF6782000937DD456EFFB836E2A55973,FBA,,12/04/2022 13:28:28,12/04/2022 13:28:28,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WSGFDA~j.ahlquist,James Ahlquist-Bane,SFC,WSGFDA,WXWR70,U.S. Army Aviation and Missile Command,Other,(267) 555-1943,james.ahlquist.mil@example.mil,12/04/2022,WSGFDA~J.AHLQUIST
BD10140EE4AE0A337827EAB1060B8B27,FBE,,05/20/2014 07:02:07,05/20/2014 07:02:07,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WYD5U9~l.fortenbury,Lisa Fortenbury,SFC,WYD5U9,W9ZVP0,1st Air Cavalry Brigade,Supply Sergeant,(484) 555-1377,lisa.fortenbury.mil@example.mil,05/20/2014,WYD5U9~L.FORTENBURY
B382D4825BF5D1248EF8C096F70FC5E8,FC2,,05/02/2013 17:05:20,05/02/2013 17:05:20,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WRB6ZV~t.haverstock,Timothy Haverstock,2LT,WRB6ZV,WKK4R0,95th Civil Affairs Brigade (Airborne),Property Book Officer,(610) 555-1256,timothy.haverstock.mil@example.mil,05/02/2013,WRB6ZV~T.HAVERSTOCK
6F1389EB18C97BCC304E92F68FB17F98,FC6,,03/16/2024 15:58:21,03/16/2024 15:58:21,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,W1CEU2~l.norquist,Leonard Norquist,MSG,W1CEU2,WEDAH0,99th Readiness Division (Army Reserve),Supply Sergeant,(302) 555-1690,leonard.norquist.mil@example.mil,03/16/2024,W1CEU2~L.NORQUIST
CD831105477626B6D2AA0960080DD772,FCA,,06/27/2014 09:11:08,06/27/2014 09:11:08,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,W33EFJ~a.stanwycke,Angela Stanwycke,1SG,W33EFJ,WREFYA,Maneuver Center of Excellence,Supply Sergeant,(302) 555-1105,angela.stanwycke.mil@example.mil,06/27/2014,W33EFJ~A.STANWYCKE
3D9A5F6B0CD531EC9E408CA928D9D4B9,FCE,,03/29/2023 10:46:29,03/29/2023 10:46:29,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WA1PJJ~t.maldonado,Terrence Maldonado-Vega,2LT,WA1PJJ,W17FJA,75th Field Artillery Brigade,Property Book Officer,(267) 555-1617,terrence.maldonado.mil@example.mil,03/29/2023,WA1PJJ~T.MALDONADO
889F3AACD03A38E17D490EC206D6E010,FD2,,04/22/2011 09:00:09,04/22/2011 09:00:09,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WSNAV8~d.delgadillo,Donald Delgadillo,SFC,WSNAV8,WU7LRA,377th Theater Sustainment Command (Army Reserve),Unit Commander,(540) 555-1668,donald.delgadillo.mil@example.mil,04/22/2011,WSNAV8~D.DELGADILLO
8913B2586E2FBA38099D5AC2B4873585,FD6,,01/14/2026 09:15:56,01/14/2026 09:15:56,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WW0RPQ~l.maldonado,Lisa Maldonado-Vega,CW2,WW0RPQ,WKYUF0,42nd Infantry Division (New York Army National Guard),Unit Commander,(484) 555-1763,lisa.maldonado.mil@example.mil,01/14/2026,WW0RPQ~L.MALDONADO
3A5C5E7AE72C3AC09766D41D4B7121E0,FDA,,08/28/2017 10:59:15,08/28/2017 10:59:15,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,W9GNZX~a.wickersham,Andre Wickersham,SSG,W9GNZX,WRYMNA,1st Cavalry Division Sustainment Brigade,S4,(267) 555-1875,andre.wickersham.mil@example.mil,08/28/2017,W9GNZX~A.WICKERSHAM
0ECF986E83CF4E823A17D42DCCA6BEB0,FDE,,10/19/2018 17:55:21,10/19/2018 17:55:21,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,W9P3AU~h.lindquarry,Helen Lindquarry,GS-09,W9P3AU,W18MTA,Cyber Center of Excellence,Supply Sergeant,(717) 555-1942,helen.lindquarry.mil@example.mil,10/19/2018,W9P3AU~H.LINDQUARRY
4FEA5614351996EFEFA67FA04C32DC8B,FE2,,09/27/2012 13:30:48,09/27/2012 13:30:48,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WX8FA6~j.greaves,Jessica Greaves-Tolan,1SG,WX8FA6,WW8YBA,1st Special Forces Group (Airborne),Unit Commander,(484) 555-1296,jessica.greaves.mil@example.mil,09/27/2012,WX8FA6~J.GREAVES
AD1F2E6AA39514438447FB18A4090C80,FE6,,03/03/2008 13:52:14,03/03/2008 13:52:14,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,W9GNZX~e.jessup,Eugene Jessup-Kane,CW2,W9GNZX,WRYMNA,1st Cavalry Division Sustainment Brigade,Unit Commander,(703) 555-1223,eugene.jessup.mil@example.mil,03/03/2008,W9GNZX~E.JESSUP
8E40EE4D7072B3F70CCC6A5E6E376B42,FEA,,08/08/2020 12:19:06,08/08/2020 12:19:06,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WEMDTS~r.zellinger,Robert Zellinger,SGT,WEMDTS,WVSGSA,56th Stryker Brigade Combat Team (Pennsylvania Army National Guard),Executive Officer,(610) 555-1380,robert.zellinger.mil@example.mil,08/08/2020,WEMDTS~R.ZELLINGER
B9B7F5DF09291E1607C79D474FF38AEB,FEE,,08/19/2005 07:34:53,08/19/2005 07:34:53,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WXYU7G~a.beddingfield,Andrew Beddingfield,GS-09,WXYU7G,WHG29A,"2nd Infantry Brigade Combat Team, 25th Infantry Division",Supply Sergeant,(215) 555-1634,andrew.beddingfield.mil@example.mil,08/19/2005,WXYU7G~A.BEDDINGFIELD
C6B64742B598C9B25FA324A5E0616318,FF2,,06/08/2007 08:46:05,06/08/2007 08:46:05,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WUTR9X~e.vandermolen,Earl Vandermolen,CW2,WUTR9X,WW8P5A,108th Air Defense Artillery Brigade,Property Book Officer,(267) 555-1378,earl.vandermolen.mil@example.mil,06/08/2007,WUTR9X~E.VANDERMOLEN
459F6E1AABC4171AE2F1D4B807BE527E,FF6,,10/10/2019 17:04:52,10/10/2019 17:04:52,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WY9XCL~a.wexcombe,Andrew Wexcombe,1SG,WY9XCL,W0EHEA,10th Special Forces Group (Airborne),Property Book Officer,(215) 555-1338,andrew.wexcombe.mil@example.mil,10/10/2019,WY9XCL~A.WEXCOMBE
9767EF0B4F092AF17150394F0507286C,FFA,,06/25/2006 16:39:54,06/25/2006 16:39:54,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WAWUE2~m.zapata,Mary Zapata-Kell,CPT,WAWUE2,WB489A,11th Air Defense Artillery Brigade,Protocol Officer,(540) 555-1355,mary.zapata.mil@example.mil,06/25/2006,WAWUE2~M.ZAPATA
70062DE28094C084F9B1FD4E80F68384,FFE,,02/15/2010 17:03:37,02/15/2010 17:03:37,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,W3HUF4~e.coldwater,Evelyn Coldwater,CW2,W3HUF4,WMZ09A,Aviation Center of Excellence,Other,(302) 555-1759,evelyn.coldwater.mil@example.mil,02/15/2010,W3HUF4~E.COLDWATER
0F45645186C9340A2033E88B20776B9C,1002,,04/16/2023 10:33:33,04/16/2023 10:33:33,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WZG4U0~n.crandall,Nicole Crandall-Mott,MSG,WZG4U0,WNQ5QA,36th Infantry Division (Texas Army National Guard),Executive Officer,(410) 555-1463,nicole.crandall.mil@example.mil,04/16/2023,WZG4U0~N.CRANDALL
D7095C853ABFB4959E1F8015E3B6ECA6,1006,,01/01/2012 08:34:23,01/01/2012 08:34:23,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WZG4U0~h.kirkbride,Helen Kirkbride,SFC,WZG4U0,WNQ5QA,36th Infantry Division (Texas Army National Guard),Unit Commander,(540) 555-1009,helen.kirkbride.mil@example.mil,01/01/2012,WZG4U0~H.KIRKBRIDE
9A27AB4CA7C45DE187569219FFEA7609,100A,,08/10/2009 17:57:05,08/10/2009 17:57:05,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,W33EFJ~c.rockwell,Christopher Rockwell-Sayre,SSG,W33EFJ,WREFYA,Maneuver Center of Excellence,Protocol Officer,(540) 555-1985,christopher.rockwell.mil@example.mil,08/10/2009,W33EFJ~C.ROCKWELL
1364076FD7388E9EF13673D6F3D3A309,100E,,06/18/2023 11:01:29,06/18/2023 11:01:29,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WWDD01~c.marrowbridge,Carlos Marrowbridge,SGT,WWDD01,WVF4GA,16th Military Police Brigade (Airborne),Supply Sergeant,(703) 555-1297,carlos.marrowbridge.mil@example.mil,06/18/2023,WWDD01~C.MARROWBRIDGE
47B2C3597F0924681C30AE2AD8CCA5EB,1012,,08/17/2025 08:42:45,08/17/2025 08:42:45,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WGPVZG~j.ormsbee,Jose Ormsbee,MAJ,WGPVZG,W5T4LA,1st Information Operations Command (Land),Supply Sergeant,(302) 555-1523,jose.ormsbee.mil@example.mil,08/17/2025,WGPVZG~J.ORMSBEE
6F556A3800E9F0C33894DE0FFC6B5436,1016,,01/21/2012 17:31:16,01/21/2012 17:31:16,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WGMVLT~s.wexcombe,Susan Wexcombe,SGT,WGMVLT,WSECT0,"2nd Stryker Brigade Combat Team, 4th Infantry Division",Unit Commander,(717) 555-1225,susan.wexcombe.mil@example.mil,01/21/2012,WGMVLT~S.WEXCOMBE
84BA08169AED0EDDA6FA59F9BB44479F,101A,,07/16/2021 09:13:44,07/16/2021 09:13:44,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WS98D3~w.jankowitz,Walter Jankowitz,CPT,WS98D3,WH49TA,21st Theater Sustainment Command,Supply Sergeant,(717) 555-1318,walter.jankowitz.mil@example.mil,07/16/2021,WS98D3~W.JANKOWITZ
0D30D62C1A3FBF383FBA8D77E148B056,101E,,08/31/2006 15:23:41,08/31/2006 15:23:41,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WGPVZG~a.crandall,Amanda Crandall-Mott,2LT,WGPVZG,W5T4LA,1st Information Operations Command (Land),Executive Officer,(717) 555-1628,amanda.crandall.mil@example.mil,08/31/2006,WGPVZG~A.CRANDALL
FC99D8A8E3DF70F5FC1F0DFBD9A3FADC,1022,,07/18/2014 09:42:57,07/18/2014 09:42:57,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WYEX1M~e.rockwell,Earl Rockwell-Sayre,SGT,WYEX1M,WN6YE0,3rd Combat Aviation Brigade,Supply Sergeant,(410) 555-1442,earl.rockwell.mil@example.mil,07/18/2014,WYEX1M~E.ROCKWELL
BFA96FA777E66FE5EE1543DE975656D1,1026,,02/11/2011 17:38:00,02/11/2011 17:38:00,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WV7Y9L~c.umberlake,Carol Umberlake,GS-09,WV7Y9L,W9V520,38th Infantry Division (Indiana Army National Guard),Property Book Officer,(215) 555-1094,carol.umberlake.mil@example.mil,02/11/2011,WV7Y9L~C.UMBERLAKE
70A0F8D9A35F855E31ADBE2B96C8EE1F,102A,,07/07/2018 08:58:42,07/07/2018 08:58:42,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,W4HAY6~e.beddingfield,Evelyn Beddingfield,GS-11,W4HAY6,W6Z6M0,3rd Infantry Division Sustainment Brigade,Protocol Officer,(703) 555-1154,evelyn.beddingfield.mil@example.mil,07/07/2018,W4HAY6~E.BEDDINGFIELD
98D06449E3D2D3461004C6F61C34683F,102E,,06/02/2024 09:08:39,06/02/2024 09:08:39,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,W351T4~j.quimbley,Jennifer Quimbley,1SG,W351T4,WHNH8A,3rd U.S. Infantry Regiment (The Old Guard),S4,(215) 555-1247,jennifer.quimbley.mil@example.mil,06/02/2024,W351T4~J.QUIMBLEY
955E8E6A4DDB70657A96DC585535329D,1032,,10/25/2009 10:37:21,10/25/2009 10:37:21,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WM0U6T~c.stanwycke,Clarence Stanwycke,SFC,WM0U6T,W46N00,101st Airborne Division Sustainment Brigade,Protocol Officer,(302) 555-1716,clarence.stanwycke.mil@example.mil,10/25/2009,WM0U6T~C.STANWYCKE
9106C468E957491BD69B5E759EF0021B,1036,,04/21/2014 12:41:59,04/21/2014 12:41:59,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WV7Y9L~m.trevino,Melissa Trevino-Hale,CPT,WV7Y9L,W9V520,38th Infantry Division (Indiana Army National Guard),Protocol Officer,(302) 555-1566,melissa.trevino.mil@example.mil,04/21/2014,WV7Y9L~M.TREVINO
FE481E7630B6FE7D1C6475B7DE7001A1,103A,,09/21/2012 14:04:28,09/21/2012 14:04:28,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,W3JPW6~a.zabrowski,Angela Zabrowski,MSG,W3JPW6,WQDL80,"2nd Armored Brigade Combat Team, 1st Cavalry Division",Property Book Officer,(540) 555-1650,angela.zabrowski.mil@example.mil,09/21/2012,W3JPW6~A.ZABROWSKI
9EE04F6A8CE1830920767F7DBCB2CEB6,103E,,08/02/2005 09:57:34,08/02/2005 09:57:34,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WVLFGZ~d.quarterman,Darnell Quarterman,GS-11,WVLFGZ,WEKP2A,Intelligence Center of Excellence,Protocol Officer,(484) 555-1564,darnell.quarterman.mil@example.mil,08/02/2005,WVLFGZ~D.QUARTERMAN
2DD49B9CD370D012D197F81DFD4D73FF,1042,,11/15/2007 16:03:19,11/15/2007 16:03:19,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,W3HUF4~a.palomares,Anthony Palomares,MSG,W3HUF4,WMZ09A,Aviation Center of Excellence,Executive Officer,(484) 555-1412,anthony.palomares.mil@example.mil,11/15/2007,W3HUF4~A.PALOMARES
10EED1B17301F61F1AC98963058CA767,1046,,11/21/2019 12:37:51,11/21/2019 12:37:51,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WWCT1F~r.jarvinen,Raymond Jarvinen-Roe,GS-09,WWCT1F,WN4QPA,8th Theater Sustainment Command,Supply Sergeant,(302) 555-1397,raymond.jarvinen.mil@example.mil,11/21/2019,WWCT1F~R.JARVINEN
62779E3D70DB6BE66DE82B75EF13C1BD,104A,,09/13/2006 16:07:00,09/13/2006 16:07:00,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WFTYWM~e.umberlake,Ernesto Umberlake,SGT,WFTYWM,WR84JA,412th Theater Engineer Command (Army Reserve),Executive Officer,(410) 555-1044,ernesto.umberlake.mil@example.mil,09/13/2006,WFTYWM~E.UMBERLAKE
267077724B4C815DD11DB00A18A8CBC8,104E,,07/15/2013 08:12:19,07/15/2013 08:12:19,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WUQZVZ~s.stroudmoor,Sandra Stroudmoor,SGT,WUQZVZ,WEDH80,278th Armored Cavalry Regiment (Tennessee Army National Guard),Unit Commander,(540) 555-1637,sandra.stroudmoor.mil@example.mil,07/15/2013,WUQZVZ~S.STROUDMOOR
25A80B7B8E633035849C16F58E1613E2,1052,,03/04/2011 13:27:53,03/04/2011 13:27:53,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WGHC22~e.jaramillo,Eugene Jaramillo,SSG,WGHC22,WQB57A,"2nd Stryker Brigade Combat Team, 2nd Infantry Division",Other,(302) 555-1653,eugene.jaramillo.mil@example.mil,03/04/2011,WGHC22~E.JARAMILLO
