UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,DocumentNumber,Status,DODAAC,UIC,UnitName,RPD,SignalCode,FundCode,ProjectCode,SupplementaryAddress,RequestType,RequiredDeliveryDate,ShipToDODAAC,ShipToName,ShipToAddress1,ShipToAddress2,ShipToCity,ShipToState,ShipToZIP,Justification,JustificationText,LineCount,TotalValue,EnteredDate,EnteredBy,SubmittedDate,ReviewedBy,ApprovedDate,VendorKey,VendorName,ReleasedDate,ReleasedBy,EstimatedShipDate,CancelReason,CancelledDate,CancelledBy,StatusHistory,DocReaders,DocAuthors,Priority,LastModifiedBy,LastModifiedDate,StatusInquiryKey,RequesterName,RequesterRank,RequesterRole,RequesterPhone,RequesterEmail
69C23AF09BE29BE957D1D5D7C2CE1FF8,1A1A,,04/03/2026 15:01:14,05/20/2026 03:01:14,CN=Vendor Portal/O=Midwest Heraldic Arts,DD1348-6_WW0RPQ60938712.pdf,WW0RPQ60938712,In Production,WW0RPQ,WKYUF0,42nd Infantry Division (New York Army National Guard),15,A,2C,9GU,WK6Q1Y,Distinguishing Flag,06/02/2026,WK6Q1Y,"3rd Battalion, 75th Ranger Regiment","Bldg 2947, Property Book Office",Fort Benning,Fort Benning,GA,59200,Unit activation,Request distinguishing flag items for 42nd Infantry Division (New York Army National Guard). Ceremony scheduled; items required on hand 30 days prior.,2,510.30,04/03/2026,CN=Norman Montgomerie/OU=Units/O=Army,04/05/2026 16:01:14,CN=Ret Hamlin/OU=CHPSID/O=TACOM,04/27/2026 00:01:14,2MDW7,Midwest Heraldic Arts,05/04/2026 02:01:14,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,07/03/2026,,,,04/03/2026 15:01 | (new) -> Draft | Norman Montgomerie;04/05/2026 16:01 | Draft -> Submitted | Norman Montgomerie;04/13/2026 20:01 | Submitted -> Under Review | Ret Hamlin;04/27/2026 00:01 | Under Review -> Approved | Ret Hamlin;05/04/2026 02:01 | Approved -> Released to Vendor | Lorraine Whitcombe;05/20/2026 03:01 | Released to Vendor -> In Production | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;2MDW7,[TACOM];[Admin],Routine,CN=Vendor Portal/O=Midwest Heraldic Arts,05/20/2026 03:01:14,WW0RPQ60938712|WW0RPQ|WKYUF0,Norman Montgomerie,SSG,Executive Officer,(302) 555-1730,norman.montgomerie.mil@example.mil
4B74865988147326751C1231FE51A60E,1A26,,03/11/2021 17:54:58,03/22/2021 01:54:58,CN=Timothy Barrowclough/OU=Units/O=Army,,WZSV8310702395,Cancelled,WZSV83,WDSVTA,U.S. Army Cyber Command,09,J,2B,,W76JJS,Guidon,07/09/2021,W76JJS,160th Special Operations Aviation Regiment (Airborne),"Bldg 6029, Supply",Fort Campbell,Fort Campbell,KY,25541,Deployment ceremony,Request guidon items for U.S. Army Cyber Command. Streamers authorized per CMH lineage and honors certificate dated 06/21/2003.,4,1049.85,03/11/2021,CN=Timothy Barrowclough/OU=Units/O=Army,03/13/2021 23:54:58,,,,,,,,Unit inactivated,03/22/2021 01:54:58,CN=Timothy Barrowclough/OU=Units/O=Army,03/11/2021 17:54 | (new) -> Draft | Timothy Barrowclough;03/13/2021 23:54 | Draft -> Submitted | Timothy Barrowclough;03/22/2021 01:54 | Submitted -> Cancelled | Timothy Barrowclough,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers,[TACOM];[Admin],Routine,CN=Timothy Barrowclough/OU=Units/O=Army,03/22/2021 01:54:58,WZSV8310702395|WZSV83|WDSVTA,Timothy Barrowclough,SFC,Supply Sergeant,(610) 555-1000,timothy.barrowclough.mil@example.mil
454FC3623CE74B4C951DD4B817F5A3DF,1A3A,,07/26/2004 10:05:16,09/28/2004 14:05:16,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WUB92Z42086508,Complete,WUB92Z,WJ25M0,U.S. Army Forces Command,05,A,2C,HER,,Guidon,10/24/2004,WUB92Z,U.S. Army Forces Command,"Bldg 5729, Supply",Fort Bragg,Fort Bragg,NC,76795,Change of command ceremony,Request guidon items for U.S. Army Forces Command. Existing items unserviceable due to fading and fraying.,4,701.44,07/26/2004,CN=Arthur Quimbley/OU=Units/O=Army,07/27/2004 13:05:16,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,08/07/2004 00:05:16,9CST0,Coastal Standard & Guidon,08/09/2004 05:05:16,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,09/23/2004,,,,07/26/2004 10:05 | (new) -> Draft | Arthur Quimbley;07/27/2004 13:05 | Draft -> Submitted | Arthur Quimbley;08/04/2004 19:05 | Submitted -> Under Review | Lorraine Whitcombe;08/07/2004 00:05 | Under Review -> Approved | Lorraine Whitcombe;08/09/2004 05:05 | Approved -> Released to Vendor | Dwayne Petrakis;08/18/2004 11:05 | Released to Vendor -> In Production | Vendor Portal;09/15/2004 14:05 | In Production -> Shipped | Vendor Portal;09/28/2004 14:05 | Shipped -> Complete | Ret Hamlin,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;9CST0,[TACOM];[Admin],Expedite,CN=Ret Hamlin/OU=CHPSID/O=TACOM,09/28/2004 14:05:16,WUB92Z42086508|WUB92Z|WJ25M0,Arthur Quimbley,MSG,Protocol Officer,(703) 555-1611,arthur.quimbley.mil@example.mil
10BCAE1DC99CABBBD324C7597C3389D2,1A4E,,06/23/2026 08:14:43,06/30/2026 16:14:43,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WB6MMZ61744847,Under Review,WB6MMZ,W1PBUA,3rd Special Forces Group (Airborne),12,J,6B,3AH,W9P3AU,Positional Color,10/21/2026,W9P3AU,Cyber Center of Excellence,"Bldg 4339, S4",Fort Gordon,Fort Gordon,GA,11897,Replacement - unserviceable,Request positional color items for 3rd Special Forces Group (Airborne). Unit reflagged per HQDA order.,2,1905.95,06/23/2026,CN=Brandon Washington-Pryce/OU=Units/O=Army,06/23/2026 10:14:43,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,,,,,,,,,06/23/2026 08:14 | (new) -> Draft | Brandon Washington-Pryce;06/23/2026 10:14 | Draft -> Submitted | Brandon Washington-Pryce;06/30/2026 16:14 | Submitted -> Under Review | Theodore Blankenship,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WB6MMZ;CN=Brandon Washington-Pryce/OU=Units/O=Army,CN=Brandon Washington-Pryce/OU=Units/O=Army;[TACOM],Routine,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,06/30/2026 16:14:43,WB6MMZ61744847|WB6MMZ|W1PBUA,Brandon Washington-Pryce,GS-11,Other,(302) 555-1913,brandon.washington.mil@example.mil
73DFD5B42E0F0F158BD467D2712C39FF,1A5A,,07/15/2005 16:20:32,11/12/2005 18:20:32,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,DD1348-6_WWQWYR51960018.pdf,WWQWYR51960018,completed,WWQWYR,WZW010,173rd Airborne Brigade,12,J,6A,,,Organizational Colors,01/11/2006,WWQWYR,173rd Airborne Brigade,"Bldg 7197, HQ","Caserma Del Din, Vicenza",Vicenza,IT,21650,Lineage and honors update,Request organizational colors items for 173rd Airborne Brigade. Unit reflagged per HQDA order.,2,3198.46,07/15/2005,CN=Carl Gastrelle/OU=Units/O=Army,07/16/2005 17:20:32,CN=Ret Hamlin/OU=CHPSID/O=TACOM,07/30/2005 05:20:32,0PLE4,"Old Line Embroidery, Inc.",08/06/2005 09:20:32,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,09/05/2005,,,,07/15/2005 16:20 | (new) -> Draft | Carl Gastrelle;07/16/2005 17:20 | Draft -> Submitted | Carl Gastrelle;07/18/2005 23:20 | Submitted -> Under Review | Ret Hamlin;07/30/2005 05:20 | Under Review -> Approved | Ret Hamlin;08/06/2005 09:20 | Approved -> Released to Vendor | Lorraine Whitcombe;08/25/2005 10:20 | Released to Vendor -> In Production | Vendor Portal;10/29/2005 15:20 | In Production -> Shipped | Vendor Portal;11/12/2005 18:20 | Shipped -> Complete | Dwayne Petrakis,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;0PLE4,[TACOM];[Admin],Routine,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,11/12/2005 18:20:32,WWQWYR51960018|WWQWYR|WZW010,Carl Gastrelle,CW2,Unit Commander,(856) 555-1319,carl.gastrelle.mil@example.mil
D35692801A2991C90CDF446ACD5543CE,1A66,,02/07/2019 15:23:43,04/21/2019 08:23:43,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WWY02J90383256,Complete,WWY02J,WQT35A,"3rd Armored Brigade Combat Team, 1st Armored Division",03,M,2B,3AZ,,Organizational Colors,05/08/2019,WWY02J,"3rd Armored Brigade Combat Team, 1st Armored Division","Bldg 2412, Supply",Fort Bliss,Fort Bliss,TX,91624,Lineage and honors update,"Request organizational colors items for 3rd Armored Brigade Combat Team, 1st Armored Division. Unit reflagged per HQDA order.",6,9136.27,02/07/2019,CN=Ruth Barrowclough/OU=Units/O=Army,02/11/2019 15:23:43,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,02/27/2019 17:23:43,2MDW7,Midwest Heraldic Arts,03/05/2019 22:23:43,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,04/04/2019,,,,02/07/2019 15:23 | (new) -> Draft | Ruth Barrowclough;02/11/2019 15:23 | Draft -> Submitted | Ruth Barrowclough;02/17/2019 16:23 | Submitted -> Under Review | Lorraine Whitcombe;02/27/2019 17:23 | Under Review -> Approved | Lorraine Whitcombe;03/05/2019 22:23 | Approved -> Released to Vendor | Lorraine Whitcombe;03/16/2019 00:23 | Released to Vendor -> In Production | Vendor Portal;04/15/2019 04:23 | In Production -> Shipped | Vendor Portal;04/21/2019 08:23 | Shipped -> Complete | Lorraine Whitcombe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;2MDW7,[TACOM];[Admin],Expedite,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,04/21/2019 08:23:43,WWY02J90383256|WWY02J|WQT35A,Ruth Barrowclough,2LT,Property Book Officer,(267) 555-1448,ruth.barrowclough.mil@example.mil
5793EF0013C0F9F138B6F221AD82534A,1A7E,,05/05/2008 08:38:54,08/05/2008 02:38:54,CN=Vendor Portal/O=Sew-Rite Flag Company,,WD9RVP81262296,Shipped,WD9RVP,WR1LGA,U.S. Army Tank-automotive and Armaments Command,13,A,2C,3AZ,W53EJL,Positional Color,08/03/2008,W53EJL,U.S. Army Sustainment Command,"Bldg 2040, Property Book Office",Rock Island Arsenal,Rock Island Arsenal,IL,97431,Initial issue,Request positional color items for U.S. Army Tank-automotive and Armaments Command. Ceremony scheduled; items required on hand 30 days prior.,1,1058.26,05/05/2008,CN=Joshua Montgomerie/OU=Units/O=Army,05/10/2008 12:38:54,CN=Ret Hamlin/OU=CHPSID/O=TACOM,05/27/2008 13:38:54,3SRF2,Sew-Rite Flag Company,06/01/2008 17:38:54,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,08/30/2008,,,,05/05/2008 08:38 | (new) -> Draft | Joshua Montgomerie;05/10/2008 12:38 | Draft -> Submitted | Joshua Montgomerie;05/15/2008 13:38 | Submitted -> Under Review | Ret Hamlin;05/27/2008 13:38 | Under Review -> Approved | Ret Hamlin;06/01/2008 17:38 | Approved -> Released to Vendor | Dwayne Petrakis;06/05/2008 21:38 | Released to Vendor -> In Production | Vendor Portal;08/05/2008 02:38 | In Production -> Shipped | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;3SRF2,[TACOM];[Admin],Routine,CN=Vendor Portal/O=Sew-Rite Flag Company,08/05/2008 02:38:54,WD9RVP81262296|WD9RVP|WR1LGA,Joshua Montgomerie,2LT,Executive Officer,(610) 555-1370,joshua.montgomerie.mil@example.mil
528CD5B724F770E3ED3F09B296A3C433,1A86,,01/31/2013 15:24:15,05/13/2013 08:24:15,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WS36CV30310875,Complete,WS36CV,WE4TTA,XVIII Airborne Corps Headquarters and Headquarters Battalion,15,A,2C,3AZ,,Streamer,04/01/2013,WS36CV,XVIII Airborne Corps Headquarters and Headquarters Battalion,"Bldg 5949, HQ",Fort Bragg,Fort Bragg,NC,67006,Unit activation,Request streamer items for XVIII Airborne Corps Headquarters and Headquarters Battalion. Ceremony scheduled; items required on hand 30 days prior.,4,423.39,01/31/2013,CN=Ruth Drakeford/OU=Units/O=Army,02/04/2013 15:24:15,CN=Ret Hamlin/OU=CHPSID/O=TACOM,02/10/2013 00:24:15,2VLY8,Valley Forge Regalia Co.,02/15/2013 02:24:15,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,03/17/2013,,,,01/31/2013 15:24 | (new) -> Draft | Ruth Drakeford;02/04/2013 15:24 | Draft -> Submitted | Ruth Drakeford;02/05/2013 20:24 | Submitted -> Under Review | Ret Hamlin;02/10/2013 00:24 | Under Review -> Approved | Ret Hamlin;02/15/2013 02:24 | Approved -> Released to Vendor | Lorraine Whitcombe;03/04/2013 02:24 | Released to Vendor -> In Production | Vendor Portal;05/08/2013 05:24 | In Production -> Shipped | Vendor Portal;05/13/2013 08:24 | Shipped -> Complete | Dwayne Petrakis,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;2VLY8,[TACOM];[Admin],Routine,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,05/13/2013 08:24:15,WS36CV30310875|WS36CV|WE4TTA,Ruth Drakeford,CW2,Supply Sergeant,(302) 555-1130,ruth.drakeford.mil@example.mil
75D0D59CC73B496BA5FA5393ED189386,1A96,,09/19/2011 13:01:14,10/29/2011 22:01:14,CN=Harold Iverstone/OU=Units/O=Army,,WXJ2V312623433,Cancelled,WXJ2V3,WP01BA,"2nd Armored Brigade Combat Team, 3rd Infantry Division",03,M,2C,9GU,,Guidon,03/17/2012,WXJ2V3,"2nd Armored Brigade Combat Team, 3rd Infantry Division","Bldg 1656, S4",Fort Stewart,Fort Stewart,GA,58962,Reflagging,"Request guidon items for 2nd Armored Brigade Combat Team, 3rd Infantry Division. Streamers authorized per CMH lineage and honors certificate dated 05/22/2007.",1,403.89,09/19/2011,CN=Harold Iverstone/OU=Units/O=Army,09/23/2011 16:01:14,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,10/07/2011 17:01:14,,,,,,Funding withdrawn,10/29/2011 22:01:14,CN=Harold Iverstone/OU=Units/O=Army,09/19/2011 13:01 | (new) -> Draft | Harold Iverstone;09/23/2011 16:01 | Draft -> Submitted | Harold Iverstone;09/25/2011 16:01 | Submitted -> Under Review | Lorraine Whitcombe;10/07/2011 17:01 | Under Review -> Approved | Lorraine Whitcombe;10/29/2011 22:01 | Approved -> Cancelled | Harold Iverstone,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers,[TACOM];[Admin],Expedite,CN=Harold Iverstone/OU=Units/O=Army,10/29/2011 22:01:14,WXJ2V312623433|WXJ2V3|WP01BA,Harold Iverstone,1LT,Property Book Officer,(703) 555-1346,harold.iverstone.mil@example.mil
70B144437AF55E6463A4B9A50C98D811,1A9E,,05/21/2026 13:48:18,06/13/2026 20:48:18,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WA1PJJ61416033,Approved,WA1PJJ,W17FJA,75th Field Artillery Brigade,06,M,XP,3AZ,,Organizational Colors,11/17/2026,WA1PJJ,75th Field Artillery Brigade,"Bldg 3731, HQ",Fort Sill,Fort Sill,OK,94412,Reflagging,Request organizational colors items for 75th Field Artillery Brigade. Ceremony scheduled; items required on hand 30 days prior.,1,1243.39,05/21/2026,CN=Terrence Maldonado-Vega/OU=Units/O=Army,05/25/2026 17:48:18,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,06/13/2026 20:48:18,,,,,,,,,05/21/2026 13:48 | (new) -> Draft | Terrence Maldonado-Vega;05/25/2026 17:48 | Draft -> Submitted | Terrence Maldonado-Vega;06/02/2026 20:48 | Submitted -> Under Review | Theodore Blankenship;06/13/2026 20:48 | Under Review -> Approved | Theodore Blankenship,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WA1PJJ;CN=Terrence Maldonado-Vega/OU=Units/O=Army,CN=Terrence Maldonado-Vega/OU=Units/O=Army;[TACOM],Routine,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,06/13/2026 20:48:18,WA1PJJ61416033|WA1PJJ|W17FJA,Terrence Maldonado-Vega,2LT,Property Book Officer,(267) 555-1617,terrence.maldonado.mil@example.mil
B67E0D0301B1E1A10331CB9298BBF764,1AA6,,08/21/2025 10:00:28,09/30/2025 22:00:28,CN=Vendor Portal/O=Keystone Banner Works,DD1348-6_WYD5U952331993.pdf,WYD5U952331993,In Production,WYD5U9,W9ZVP0,1st Air Cavalry Brigade,09,A,6A,HER,,Guidon,12/19/2025,WYD5U9,1st Air Cavalry Brigade,"Bldg 2490, Supply",Fort Hood,Fort Hood,TX,66461,Initial issue,Request guidon items for 1st Air Cavalry Brigade. Existing items unserviceable due to fading and fraying.,2,591.45,08/21/2025,CN=Elizabeth Sallisaw/OU=Units/O=Army,08/22/2025 13:00:28,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,09/11/2025 15:00:28,5KSB9,Keystone Banner Works,09/14/2025 20:00:28,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,10/14/2025,,,,08/21/2025 10:00 | (new) -> Draft | Elizabeth Sallisaw;08/22/2025 13:00 | Draft -> Submitted | Elizabeth Sallisaw;08/29/2025 14:00 | Submitted -> Under Review | Theodore Blankenship;09/11/2025 15:00 | Under Review -> Approved | Theodore Blankenship;09/14/2025 20:00 | Approved -> Released to Vendor | Theodore Blankenship;09/30/2025 22:00 | Released to Vendor -> In Production | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;5KSB9,[TACOM];[Admin],Routine,CN=Vendor Portal/O=Keystone Banner Works,09/30/2025 22:00:28,WYD5U952331993|WYD5U9|W9ZVP0,Elizabeth Sallisaw,CPT,Supply Sergeant,(267) 555-1887,elizabeth.sallisaw.mil@example.mil
9C0BB742080091B7BAFC2BB60A00C1F6,1AB2,,02/05/2019 07:30:55,06/03/2019 18:30:55,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WZG4U090367802,Complete,WZG4U0,WNQ5QA,36th Infantry Division (Texas Army National Guard),05,M,XP,HER,,Automobile Flag,06/05/2019,WZG4U0,36th Infantry Division (Texas Army National Guard),"Bldg 2757, Supply","Camp Mabry, Austin",Austin,TX,20740,Retirement ceremony,Request automobile flag items for 36th Infantry Division (Texas Army National Guard). Unit reflagged per HQDA order.,2,190.42,02/05/2019,CN=Helen Kirkbride/OU=Units/O=Army,02/08/2019 08:30:55,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,03/02/2019 11:30:55,9CST0,Coastal Standard & Guidon,03/04/2019 13:30:55,CN=Ret Hamlin/OU=CHPSID/O=TACOM,05/18/2019,,,,02/05/2019 07:30 | (new) -> Draft | Helen Kirkbride;02/08/2019 08:30 | Draft -> Submitted | Helen Kirkbride;02/16/2019 11:30 | Submitted -> Under Review | Lorraine Whitcombe;03/02/2019 11:30 | Under Review -> Approved | Lorraine Whitcombe;03/04/2019 13:30 | Approved -> Released to Vendor | Ret Hamlin;03/19/2019 13:30 | Released to Vendor -> In Production | Vendor Portal;05/15/2019 17:30 | In Production -> Shipped | Vendor Portal;06/03/2019 18:30 | Shipped -> Complete | Dwayne Petrakis,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;9CST0,[TACOM];[Admin],Expedite,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,06/03/2019 18:30:55,WZG4U090367802|WZG4U0|WNQ5QA,Helen Kirkbride,SFC,Unit Commander,(540) 555-1009,helen.kirkbride.mil@example.mil
AE746DE9E538A80BC072AA8911FDD756,1ABE,,10/18/2004 12:57:47,02/09/2005 07:57:47,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WJMM5942920070,Complete,WJMM59,WT44KA,"3rd Infantry Brigade Combat Team, 10th Mountain Division",09,A,GD,,,Automobile Flag,04/16/2005,WJMM59,"3rd Infantry Brigade Combat Team, 10th Mountain Division","Bldg 1525, Property Book Office",Fort Polk,Fort Polk,LA,72532,Replacement - unserviceable,"Request automobile flag items for 3rd Infantry Brigade Combat Team, 10th Mountain Division. Streamers authorized per CMH lineage and honors certificate dated 12/19/2003.",1,68.02,10/18/2004,CN=Susan Dellacroix/OU=Units/O=Army,10/23/2004 16:57:47,CN=Ret Hamlin/OU=CHPSID/O=TACOM,11/01/2004 19:57:47,0PLE4,"Old Line Embroidery, Inc.",11/06/2004 21:57:47,CN=Ret Hamlin/OU=CHPSID/O=TACOM,02/04/2005,,,,10/18/2004 12:57 | (new) -> Draft | Susan Dellacroix;10/23/2004 16:57 | Draft -> Submitted | Susan Dellacroix;10/30/2004 18:57 | Submitted -> Under Review | Ret Hamlin;11/01/2004 19:57 | Under Review -> Approved | Ret Hamlin;11/06/2004 21:57 | Approved -> Released to Vendor | Ret Hamlin;11/15/2004 01:57 | Released to Vendor -> In Production | Vendor Portal;01/23/2005 05:57 | In Production -> Shipped | Vendor Portal;02/09/2005 07:57 | Shipped -> Complete | Theodore Blankenship,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;0PLE4,[TACOM];[Admin],Routine,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,02/09/2005 07:57:47,WJMM5942920070|WJMM59|WT44KA,Susan Dellacroix,CPT,Supply Sergeant,(540) 555-1549,susan.dellacroix.mil@example.mil
285502FB5AA526D45C048B9505267544,1AC6,,04/23/2013 10:20:25,06/17/2013 03:20:25,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WGHC2231139368,Complete,WGHC22,WQB57A,"2nd Stryker Brigade Combat Team, 2nd Infantry Division",15,M,6A,3AZ,,Streamer,07/22/2013,WGHC22,"2nd Stryker Brigade Combat Team, 2nd Infantry Division","Bldg 9161, HQ",Joint Base Lewis-McChord,Joint Base Lewis-McChord,WA,94846,Initial issue,"Request streamer items for 2nd Stryker Brigade Combat Team, 2nd Infantry Division. Unit reflagged per HQDA order.",4,597.36,04/23/2013,CN=Jessica Beddingfield/OU=Units/O=Army,04/24/2013 15:20:25,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,05/11/2013 18:20:25,9CST0,Coastal Standard & Guidon,05/15/2013 22:20:25,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,06/29/2013,,,,04/23/2013 10:20 | (new) -> Draft | Jessica Beddingfield;04/24/2013 15:20 | Draft -> Submitted | Jessica Beddingfield;04/30/2013 15:20 | Submitted -> Under Review | Dwayne Petrakis;05/11/2013 18:20 | Under Review -> Approved | Dwayne Petrakis;05/15/2013 22:20 | Approved -> Released to Vendor | Dwayne Petrakis;05/28/2013 02:20 | Released to Vendor -> In Production | Vendor Portal;06/12/2013 03:20 | In Production -> Shipped | Vendor Portal;06/17/2013 03:20 | Shipped -> Complete | Theodore Blankenship,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;9CST0,[TACOM];[Admin],Routine,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,06/17/2013 03:20:25,WGHC2231139368|WGHC22|WQB57A,Jessica Beddingfield,SGT,Property Book Officer,(267) 555-1756,jessica.beddingfield.mil@example.mil
388909E2C8622C3F12A4F6EAFCAFFBB7,1ADA,,09/18/2024 16:05:47,12/05/2024 05:05:47,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,DD1348-6_WFC6YB42628935.pdf,WFC6YB42628935,Complete,WFC6YB,WGRMU0,3rd Cavalry Regiment,06,J,AB,HER,,Insignia,03/17/2025,WFC6YB,3rd Cavalry Regiment,"Bldg 6529, HQ",Fort Hood,Fort Hood,TX,64053,Retirement ceremony,Request insignia items for 3rd Cavalry Regiment. Ceremony scheduled; items required on hand 30 days prior.,3,76.65,09/18/2024,CN=Charles Castellanos/OU=Units/O=Army,09/22/2024 18:05:47,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,10/12/2024 21:05:47,8BLU5,Blue Ridge Emblem Company,10/19/2024 23:05:47,CN=Ret Hamlin/OU=CHPSID/O=TACOM,12/18/2024,,,,09/18/2024 16:05 | (new) -> Draft | Charles Castellanos;09/22/2024 18:05 | Draft -> Submitted | Charles Castellanos;10/02/2024 19:05 | Submitted -> Under Review | Dwayne Petrakis;10/12/2024 21:05 | Under Review -> Approved | Dwayne Petrakis;10/19/2024 23:05 | Approved -> Released to Vendor | Ret Hamlin;11/02/2024 01:05 | Released to Vendor -> In Production | Vendor Portal;11/21/2024 05:05 | In Production -> Shipped | Vendor Portal;12/05/2024 05:05 | Shipped -> Complete | Dwayne Petrakis,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;8BLU5,[TACOM];[Admin],Routine,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,12/05/2024 05:05:47,WFC6YB42628935|WFC6YB|WGRMU0,Charles Castellanos,1SG,Unit Commander,(410) 555-1018,charles.castellanos.mil@example.mil
119B35F15073381FE03730AFF496D1CF,1AEA,,04/15/2008 13:18:42,07/10/2008 10:18:42,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WAHNPF81069867,Complete,WAHNPF,WS4NNA,82nd Airborne Division Sustainment Brigade,09,J,2C,3AH,,Distinguishing Flag,08/13/2008,WAHNPF,82nd Airborne Division Sustainment Brigade,"Bldg 5136, Supply",Fort Bragg,Fort Bragg,NC,10857,Deployment ceremony,Request distinguishing flag items for 82nd Airborne Division Sustainment Brigade. Streamers authorized per CMH lineage and honors certificate dated 06/29/2004.,1,229.44,04/15/2008,CN=Andrew Hinojosa-Mata/OU=Units/O=Army,04/20/2008 17:18:42,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,04/26/2008 19:18:42,6HRT3,Heartland Colors Manufacturing,05/01/2008 01:18:42,CN=Ret Hamlin/OU=CHPSID/O=TACOM,06/15/2008,,,,04/15/2008 13:18 | (new) -> Draft | Andrew Hinojosa-Mata;04/20/2008 17:18 | Draft -> Submitted | Andrew Hinojosa-Mata;04/24/2008 19:18 | Submitted -> Under Review | Theodore Blankenship;04/26/2008 19:18 | Under Review -> Approved | Theodore Blankenship;05/01/2008 01:18 | Approved -> Released to Vendor | Ret Hamlin;05/18/2008 03:18 | Released to Vendor -> In Production | Vendor Portal;07/01/2008 08:18 | In Production -> Shipped | Vendor Portal;07/10/2008 10:18 | Shipped -> Complete | Theodore Blankenship,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;6HRT3,[TACOM];[Admin],Routine,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,07/10/2008 10:18:42,WAHNPF81069867|WAHNPF|WS4NNA,Andrew Hinojosa-Mata,CPT,S4,(484) 555-1377,andrew.hinojosa.mil@example.mil
